2,400.884
2,400.953
2,404.826
2,445.038
2,482.945
2,525.993
2,538.352
2,545.681
2,550.227
2,581.397
2,630.477
2,663.113
2,669.956
2,673.690
2,680.185
2,687.126
2,690.212
2,696.946
2,733.189
3,371.407
3,376.730
3,425.505
3,463.235
3,470.018
3,516.225
3,520.271
3,534.071
3,611.857
3,613.972
3,657.686
3,667.629
3,694.826
3,722.615
5,377.737
5,377.768
5,382.791
5,384.415
5,391.395
5,396.630
5,411.752
5,416.957
5,422.956
5,451.005
5,462.485
5,488.519
5,491.973
5,492.638
5,517.538
5,538.923
5,547.184
5,565.782
5,579.344
5,579.587
5,588.269
5,598.520
5,623.703
5,647.913
5,661.244
5,674.266
5,695.779
5,730.343
0,363.853
0,369.265
0,373.345
0,373.586
0,378.465
0,381.107
0,381.836
0,387.216
0,391.898
0,392.710
0,392.901
0,393.926
0,398.533
0,400.606
0,402.789
0,405.624
0,407.368
0,408.269
0,409.093
0,412.777
0,414.222
0,416.291
0,418.187
0,422.025
0,423.347
0,424.127
0,425.212
0,431.890
0,435.684
0,439.476
0,454.185
0,462.745
0,462.841
0,468.769
0,469.407
0,476.219
0,486.421
0,489.510
0,494.551
0,498.204
0,501.957
0,507.321
0,511.293
0,515.762
0,516.959
0,518.786
0,520.394
0,521.220
0,525.525
0,530.210
0,530.351
0,533.104
0,533.916
0,537.059
0,538.175
0,539.772
0,548.593
0,549.142
0,549.150
0,559.714
0,560.397
0,564.280
0,566.453
0,568.394
0,584.096
0,587.090
0,587.320
0,592.770
0,593.537
0,603.585
0,609.138
0,613.627
0,627.815
0,631.057
0,673.663
0,677.245
0,681.293
0,684.062
0,692.523
0,693.702
0,700.965
0,727.654
1,379.015
1,383.879
1,387.757
1,388.399
1,388.986
1,395.523
1,400.202
1,403.790
1,405.769
1,409.375
1,412.768
1,425.636
1,428.159
1,433.996
1,434.603
1,434.743
1,435.352
1,437.671
1,439.596
1,441.758
1,446.511
1,447.231
1,447.742
1,459.255
1,463.046
1,463.247
1,464.809
1,468.377
1,474.533
1,480.337
1,483.578
1,490.380
1,495.538
1,498.800
1,498.964
1,501.609
1,504.729
1,508.170
1,512.586
1,513.943
1,520.889
1,527.740
1,528.204
1,531.173
1,533.524
1,557.654
1,566.735
1,580.728
1,585.221
1,604.626
1,618.495
1,624.039
1,624.607
1,629.641
1,633.366
1,636.815
1,637.015
1,648.139
1,670.159
1,671.072
1,693.394
1,696.746
1,698.424
1,713.480
1,713.687
1,720.366
4,374.488
4,385.443
4,418.130
4,480.109
4,495.914
4,518.539
4,531.193
4,540.002
4,580.318
4,588.134
4,596.457
4,602.027
4,604.674
4,615.786
4,618.793
4,619.164
4,640.244
4,670.952
4,679.971
4,681.017
4,688.806
4,689.535
4,698.772
4,738.211
